Ranking;Score;Strategia;Base_name;Descrizione;Hold;Metric_kind;Horizon_days;Entry_kind;Tickers_used;Clusters_used;Tickers_used_N;Clusters_used_N;N;N_filter;Win_rate_%;Avg_ret_%;Median_ret_%;Total_ret_%;Std_%;Sharpe;Min_%;Max_%
11;66.41;Officer/President — hold ret_mean_14d_news;Officer/President;Officer / President / C-level. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.92;4.35;23.7;6.48;0.91;0.5;14.49
9;66.41;Large cap (≥250M) CEO/CFO — hold ret_mean_14d_news;Large cap (≥250M) CEO/CFO;Solo market cap ≥250M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.92;4.35;23.7;6.48;0.91;0.5;14.49
12;66.41;Large cap (≥500M) CEO/CFO — hold ret_mean_14d_news;Large cap (≥500M) CEO/CFO;Solo market cap ≥500M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.92;4.35;23.7;6.48;0.91;0.5;14.49
36;36.54;Director only (no C-level) — hold ret_high_7d_news;Director only (no C-level);Solo Director, nessun CEO/CFO nello stesso cluster.;ret_high_7d_news;high;7;news;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;6;6;100.0;5.9;5.36;35.41;3.83;1.54;1.27;12.15
25;50.35;Large cap (≥3B) CEO/CFO — hold ret_mean_7d_news;Large cap (≥3B) CEO/CFO;Solo market cap ≥3B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;5.89;5.89;5.89;;;5.89;5.89
24;50.35;Large cap (≥5B) CEO/CFO — hold ret_mean_7d_news;Large cap (≥5B) CEO/CFO;Solo market cap ≥5B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;5.89;5.89;5.89;;;5.89;5.89
23;50.35;Large cap (≥10B) CEO/CFO — hold ret_mean_7d_news;Large cap (≥10B) CEO/CFO;Solo market cap ≥10B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;5.89;5.89;5.89;;;5.89;5.89
18;61.05;CEO/CFO + Value ≥100k — hold ret_mean_7d_open;CEO/CFO + Value ≥100k;CEO/CFO e valore totale ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_open;mean;7;open;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.88;3.15;17.63;5.67;1.04;2.09;12.39
16;61.05;Large cap (≥750M) CEO/CFO — hold ret_mean_7d_open;Large cap (≥750M) CEO/CFO;Solo market cap ≥750M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_open;mean;7;open;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.88;3.15;17.63;5.67;1.04;2.09;12.39
17;61.05;Large cap (≥1B) CEO/CFO — hold ret_mean_7d_open;Large cap (≥1B) CEO/CFO;Solo market cap ≥1B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_open;mean;7;open;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.88;3.15;17.63;5.67;1.04;2.09;12.39
13;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_mean_5d_open;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_5d_open;mean;5;open;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;100.0;5.86;5.85;11.71;7.18;0.82;0.78;10.93
25;50.35;Large cap (≥3B) CEO/CFO — hold ret_high_1d_open;Large cap (≥3B) CEO/CFO;Solo market cap ≥3B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_1d_open;high;1;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;5.84;5.84;5.84;;;5.84;5.84
24;50.35;Large cap (≥5B) CEO/CFO — hold ret_high_1d_open;Large cap (≥5B) CEO/CFO;Solo market cap ≥5B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_1d_open;high;1;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;5.84;5.84;5.84;;;5.84;5.84
23;50.35;Large cap (≥10B) CEO/CFO — hold ret_high_1d_open;Large cap (≥10B) CEO/CFO;Solo market cap ≥10B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_1d_open;high;1;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;5.84;5.84;5.84;;;5.84;5.84
10;66.41;CEO/CFO — hold ret_mean_7d_news;CEO/CFO;Solo insider con titolo CEO o CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;5.01;23.34;6.11;0.96;-0.68;13.99
11;66.41;Officer/President — hold ret_mean_7d_news;Officer/President;Officer / President / C-level. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;5.01;23.34;6.11;0.96;-0.68;13.99
9;66.41;Large cap (≥250M) CEO/CFO — hold ret_mean_7d_news;Large cap (≥250M) CEO/CFO;Solo market cap ≥250M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;5.01;23.34;6.11;0.96;-0.68;13.99
12;66.41;Large cap (≥500M) CEO/CFO — hold ret_mean_7d_news;Large cap (≥500M) CEO/CFO;Solo market cap ≥500M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_news;mean;7;news;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;5.01;23.34;6.11;0.96;-0.68;13.99
10;66.41;CEO/CFO — hold ret_mean_14d_open;CEO/CFO;Solo insider con titolo CEO o CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_open;mean;14;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;6.29;23.36;6.38;0.91;-2.1;12.89
11;66.41;Officer/President — hold ret_mean_14d_open;Officer/President;Officer / President / C-level. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_open;mean;14;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;6.29;23.36;6.38;0.91;-2.1;12.89
9;66.41;Large cap (≥250M) CEO/CFO — hold ret_mean_14d_open;Large cap (≥250M) CEO/CFO;Solo market cap ≥250M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_open;mean;14;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;6.29;23.36;6.38;0.91;-2.1;12.89
12;66.41;Large cap (≥500M) CEO/CFO — hold ret_mean_14d_open;Large cap (≥500M) CEO/CFO;Solo market cap ≥500M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_open;mean;14;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;75.0;5.84;6.29;23.36;6.38;0.91;-2.1;12.89
28;48.48;Tutti — hold ret_high_2d_open;Tutti;Tutti i cluster SEC P, nessun filtro.;ret_high_2d_open;high;2;open;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;100.0;5.83;5.43;58.33;4.24;1.38;0.48;13.41
10;66.41;CEO/CFO — hold ret_high_1d_open;CEO/CFO;Solo insider con titolo CEO o CFO.;ret_high_1d_open;high;1;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.81;7.16;23.22;3.92;1.48;0.25;8.65
11;66.41;Officer/President — hold ret_high_1d_open;Officer/President;Officer / President / C-level.;ret_high_1d_open;high;1;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.81;7.16;23.22;3.92;1.48;0.25;8.65
9;66.41;Large cap (≥250M) CEO/CFO — hold ret_high_1d_open;Large cap (≥250M) CEO/CFO;Solo market cap ≥250M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_1d_open;high;1;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.81;7.16;23.22;3.92;1.48;0.25;8.65
12;66.41;Large cap (≥500M) CEO/CFO — hold ret_high_1d_open;Large cap (≥500M) CEO/CFO;Solo market cap ≥500M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_1d_open;high;1;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.81;7.16;23.22;3.92;1.48;0.25;8.65
50;27.71;Far 52w high + Value ≥100k — hold ret_high_1d_open;Far 52w high + Value ≥100k;Titoli ben sotto i massimi (value) con grossi acquisti ≥100k $.;ret_high_1d_open;high;1;open;AMN,ENPH,NOVA;AMN|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,ENPH,NOVA;AMN|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;3;3;100.0;5.8;5.84;17.41;5.54;1.05;0.25;11.32
31;47.75;Value ≥50k — hold ret_high_2d_open;Value ≥50k;Valore totale acquisto ≥ 50k $.;ret_high_2d_open;high;2;open;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;9;9;100.0;5.8;4.87;52.16;4.49;1.29;0.48;13.41
6;77.62;CEO only — hold ret_mean_5d_open;CEO only;Solo cluster dove chi compra include CEO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_5d_open;mean;5;open;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.8;4.23;17.39;4.56;1.27;2.23;10.93
6;77.62;CEO only — hold ret_mean_3d_news;CEO only;Solo cluster dove chi compra include CEO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_3d_news;mean;3;news;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.79;4.64;17.38;3.26;1.78;3.27;9.47
29;48.39;Multiple buys (n≥2) — hold ret_high_3d_open;Multiple buys (n≥2);Almeno 2 transazioni P nello stesso cluster (buy ripetuti).;ret_high_3d_open;high;3;open;AMN,OVLY,STGW;AMN|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28;AMN,OVLY,STGW;AMN|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28;3;3;100.0;5.78;4.54;17.35;3.2;1.81;3.39;9.42
36;36.54;Director only (no C-level) — hold ret_high_10d_open;Director only (no C-level);Solo Director, nessun CEO/CFO nello stesso cluster.;ret_high_10d_open;high;10;open;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AWR,MDV,NHI,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;6;6;100.0;5.78;5.36;34.68;3.26;1.77;2.03;11.32
33;41.81;Director — hold ret_high_5d_open;Director;Solo Director (può coesistere con altri ruoli).;ret_high_5d_open;high;5;open;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;100.0;5.76;6.2;46.09;3.64;1.58;0.48;11.32
37;35.58;Director only + Value ≥100k — hold ret_high_3d_open;Director only + Value ≥100k;Solo Director (no C-level) e valore ≥ 100k $.;ret_high_3d_open;high;3;open;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;3;3;100.0;5.69;5.26;17.06;5.43;1.05;0.48;11.32
10;66.41;CEO/CFO — hold ret_mean_7d_open;CEO/CFO;Solo insider con titolo CEO o CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_open;mean;7;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.69;4.14;22.77;4.64;1.23;2.09;12.39
11;66.41;Officer/President — hold ret_mean_7d_open;Officer/President;Officer / President / C-level. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_open;mean;7;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.69;4.14;22.77;4.64;1.23;2.09;12.39
9;66.41;Large cap (≥250M) CEO/CFO — hold ret_mean_7d_open;Large cap (≥250M) CEO/CFO;Solo market cap ≥250M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_open;mean;7;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.69;4.14;22.77;4.64;1.23;2.09;12.39
12;66.41;Large cap (≥500M) CEO/CFO — hold ret_mean_7d_open;Large cap (≥500M) CEO/CFO;Solo market cap ≥500M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_7d_open;mean;7;open;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR,STGW;AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;4;4;100.0;5.69;4.14;22.77;4.64;1.23;2.09;12.39
40;33.74;Director only + Position +10% — hold ret_high_2d_news;Director only + Position +10%;Solo Director e aumento posizione ≥10%.;ret_high_2d_news;high;2;news;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;4;4;100.0;5.65;4.69;22.61;4.73;1.19;1.08;12.15
40;33.74;Director only + Position +10% — hold ret_high_3d_open;Director only + Position +10%;Solo Director e aumento posizione ≥10%.;ret_high_3d_open;high;3;open;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;AWR,NOVA,OVLY,WU;WU|2024-02-28,AWR|2024-02-28,OVLY|2024-02-28,NOVA|2024-02-28;4;4;100.0;5.65;4.9;22.61;4.12;1.37;1.49;11.32
51;20.1;Position +30% — hold ret_high_5d_news;Position +30%;Almeno un insider ha aumentato la posizione del 30% o più.;ret_high_5d_news;high;5;news;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;AMN,AWR,NOVA;AMN|2024-02-28,AWR|2024-02-28,NOVA|2024-02-28;3;3;100.0;5.58;3.34;16.75;5.78;0.97;1.26;12.15
26;50.0;Qty ≥50k shares — hold ret_mean_5d_news;Qty ≥50k shares;Almeno 50k azioni acquistate. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_5d_news;mean;5;news;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;2;2;50.0;5.58;5.58;11.16;9.8;0.57;-1.35;12.51
27;50.0;Value ≥1M — hold ret_mean_5d_news;Value ≥1M;Valore totale acquisto ≥ 1M $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_5d_news;mean;5;news;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;2;2;50.0;5.58;5.58;11.16;9.8;0.57;-1.35;12.51
37;35.58;Director only + Value ≥100k — hold ret_high_2d_open;Director only + Value ≥100k;Solo Director (no C-level) e valore ≥ 100k $.;ret_high_2d_open;high;2;open;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;NHI,NOVA,WU;WU|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;3;3;100.0;5.56;4.87;16.67;5.45;1.02;0.48;11.32
33;41.81;Director — hold ret_high_5d_news;Director;Solo Director (può coesistere con altri ruoli).;ret_high_5d_news;high;5;news;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;100.0;5.56;5.36;44.45;3.74;1.49;1.26;12.15
18;61.05;CEO/CFO + Value ≥100k — hold ret_mean_10d_open;CEO/CFO + Value ≥100k;CEO/CFO e valore totale ≥ 100k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.56;2.42;16.68;6.53;0.85;1.19;13.07
16;61.05;Large cap (≥750M) CEO/CFO — hold ret_mean_10d_open;Large cap (≥750M) CEO/CFO;Solo market cap ≥750M con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.56;2.42;16.68;6.53;0.85;1.19;13.07
17;61.05;Large cap (≥1B) CEO/CFO — hold ret_mean_10d_open;Large cap (≥1B) CEO/CFO;Solo market cap ≥1B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_open;mean;10;open;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;AMN,ENPH,SPHR;AMN|2024-02-28,SPHR|2024-02-28,ENPH|2024-02-28;3;3;100.0;5.56;2.42;16.68;6.53;0.85;1.19;13.07
