Ranking;Score;Strategia;Base_name;Descrizione;Hold;Metric_kind;Horizon_days;Entry_kind;Tickers_used;Clusters_used;Tickers_used_N;Clusters_used_N;N;N_filter;Win_rate_%;Avg_ret_%;Median_ret_%;Total_ret_%;Std_%;Sharpe;Min_%;Max_%
39;32.78;CFO only + Position +10% — hold ret_high_14d_open;CFO only + Position +10%;CFO e aumento posizione ≥10%.;ret_high_14d_open;high;14;open;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;16.38;16.38;16.38;;;16.38;16.38
40;32.78;CFO only + Position +20% — hold ret_high_14d_open;CFO only + Position +20%;CFO e aumento posizione ≥20%.;ret_high_14d_open;high;14;open;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;16.38;16.38;16.38;;;16.38;16.38
15;59.88;Mid cap (1B–10B) Value ≥100k — hold ret_high_90d_news;Mid cap (1B–10B) Value ≥100k;Mid cap (1B–10B) con acquisti di valore ≥100k $.;ret_high_90d_news;high;90;news;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;4;4;100.0;16.38;16.18;65.5;7.09;2.31;7.96;25.19
29;41.56;Large cap (≥2B) CEO/CFO — hold ret_high_90d_news;Large cap (≥2B) CEO/CFO;Solo market cap ≥2B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_90d_news;high;90;news;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;AMN,ENPH;AMN|2024-02-28,ENPH|2024-02-28;2;2;100.0;16.34;16.34;32.68;1.71;9.55;15.13;17.55
15;59.88;Mid cap (1B–10B) Value ≥100k — hold ret_high_90d_open;Mid cap (1B–10B) Value ≥100k;Mid cap (1B–10B) con acquisti di valore ≥100k $.;ret_high_90d_open;high;90;open;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;4;4;100.0;16.29;17.32;65.15;6.84;2.38;7.07;23.43
6;75.17;CEO only + Value ≥100k — hold ret_high_5d_news;CEO only + Value ≥100k;CEO e valore totale acquisto ≥ 100k $.;ret_high_5d_news;high;5;news;ENPH,SPHR;SPHR|2024-02-28,ENPH|2024-02-28;ENPH,SPHR;SPHR|2024-02-28,ENPH|2024-02-28;2;2;100.0;16.27;16.27;32.54;10.44;1.56;8.89;23.65
26;47.75;Value ≥50k — hold ret_high_90d_open;Value ≥50k;Valore totale acquisto ≥ 50k $.;ret_high_90d_open;high;90;open;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;9;9;100.0;16.17;14.5;145.49;10.45;1.55;4.54;39.42
23;48.48;Tutti — hold ret_high_90d_open;Tutti;Tutti i cluster SEC P, nessun filtro.;ret_high_90d_open;high;90;open;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;100.0;16.16;15.28;161.55;9.85;1.64;4.54;39.42
5;77.62;CEO only — hold ret_high_10d_open;CEO only;Solo cluster dove chi compra include CEO.;ret_high_10d_open;high;10;open;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;3;3;100.0;16.03;15.19;48.08;7.02;2.28;9.46;23.43
3;82.51;CEO + Director (combo) — hold ret_mean_60d_news;CEO + Director (combo);Cluster con almeno CEO e Director. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_60d_news;mean;60;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;100.0;15.95;15.95;15.95;;;15.95;15.95
4;82.51;Small cap (≤1B) CEO/CFO — hold ret_mean_60d_news;Small cap (≤1B) CEO/CFO;Solo small cap (market cap ≤1B) con insider CEO/CFO. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_60d_news;mean;60;news;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;100.0;15.95;15.95;15.95;;;15.95;15.95
25;48.32;Value ≥100k — hold ret_high_90d_news;Value ≥100k;Solo cluster con valore totale acquisto ≥ 100k $.;ret_high_90d_news;high;90;news;AMN,ENPH,NHI,NOVA,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,ENPH,NHI,NOVA,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;6;6;100.0;15.87;16.18;95.2;5.8;2.73;7.96;25.19
5;77.62;CEO only — hold ret_high_7d_news;CEO only;Solo cluster dove chi compra include CEO.;ret_high_7d_news;high;7;news;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;3;3;100.0;15.82;12.37;47.46;8.21;1.93;9.9;25.19
15;59.88;Mid cap (1B–10B) Value ≥100k — hold ret_high_60d_news;Mid cap (1B–10B) Value ≥100k;Mid cap (1B–10B) con acquisti di valore ≥100k $.;ret_high_60d_news;high;60;news;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;4;4;100.0;15.78;14.98;63.11;7.1;2.22;7.96;25.19
11;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_high_7d_open;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_high_7d_open;high;7;open;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;100.0;15.76;15.75;31.51;10.85;1.45;8.08;23.43
11;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_high_10d_open;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_high_10d_open;high;10;open;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;100.0;15.76;15.75;31.51;10.85;1.45;8.08;23.43
15;59.88;Mid cap (1B–10B) Value ≥100k — hold ret_high_60d_open;Mid cap (1B–10B) Value ≥100k;Mid cap (1B–10B) con acquisti di valore ≥100k $.;ret_high_60d_open;high;60;open;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;AMN,NHI,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28;4;4;100.0;15.7;16.14;62.78;6.94;2.26;7.07;23.43
23;48.48;Tutti — hold ret_high_60d_news;Tutti;Tutti i cluster SEC P, nessun filtro.;ret_high_60d_news;high;60;news;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;100.0;15.66;13.6;156.64;9.6;1.63;4.54;38.1
26;47.75;Value ≥50k — hold ret_high_60d_news;Value ≥50k;Valore totale acquisto ≥ 50k $.;ret_high_60d_news;high;60;news;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;9;9;100.0;15.62;12.37;140.58;10.19;1.53;4.54;38.1
28;41.81;Director — hold ret_high_90d_open;Director;Solo Director (può coesistere con altri ruoli).;ret_high_90d_open;high;90;open;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;100.0;15.45;13.69;123.62;10.79;1.43;4.54;39.42
23;48.48;Tutti — hold ret_high_60d_open;Tutti;Tutti i cluster SEC P, nessun filtro.;ret_high_60d_open;high;60;open;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,MDV,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;10;10;100.0;15.41;12.63;154.14;10.08;1.53;4.54;39.42
26;47.75;Value ≥50k — hold ret_high_60d_open;Value ≥50k;Valore totale acquisto ≥ 50k $.;ret_high_60d_open;high;60;open;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,AWR,ENPH,NHI,NOVA,OVLY,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;9;9;100.0;15.34;11.32;138.08;10.69;1.43;4.54;39.42
22;50.0;Qty ≥50k shares — hold ret_high_3d_news;Qty ≥50k shares;Almeno 50k azioni acquistate.;ret_high_3d_news;high;3;news;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;2;2;100.0;15.26;15.25;30.51;4.39;3.47;12.15;18.36
21;50.0;Value ≥1M — hold ret_high_3d_news;Value ≥1M;Valore totale acquisto ≥ 1M $.;ret_high_3d_news;high;3;news;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;NOVA,SPHR;SPHR|2024-02-28,NOVA|2024-02-28;2;2;100.0;15.26;15.25;30.51;4.39;3.47;12.15;18.36
3;82.51;CEO + Director (combo) — hold ret_high_10d_open;CEO + Director (combo);Cluster con almeno CEO e Director.;ret_high_10d_open;high;10;open;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;100.0;15.19;15.19;15.19;;;15.19;15.19
4;82.51;Small cap (≤1B) CEO/CFO — hold ret_high_10d_open;Small cap (≤1B) CEO/CFO;Solo small cap (market cap ≤1B) con insider CEO/CFO.;ret_high_10d_open;high;10;open;STGW;STGW|2024-02-28;STGW;STGW|2024-02-28;1;1;100.0;15.19;15.19;15.19;;;15.19;15.19
28;41.81;Director — hold ret_high_90d_news;Director;Solo Director (può coesistere con altri ruoli).;ret_high_90d_news;high;90;news;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;100.0;15.18;13.64;121.47;10.2;1.49;4.54;38.1
11;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_high_7d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_high_7d_news;high;7;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;100.0;15.17;15.17;30.34;14.17;1.07;5.15;25.19
11;66.39;Mid cap (1B–10B) CEO/CFO — hold ret_high_10d_news;Mid cap (1B–10B) CEO/CFO;Solo mid cap (market cap tra 1B e 10B) con insider CEO/CFO.;ret_high_10d_news;high;10;news;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;AMN,SPHR;AMN|2024-02-28,SPHR|2024-02-28;2;2;100.0;15.17;15.17;30.34;14.17;1.07;5.15;25.19
28;41.81;Director — hold ret_high_60d_open;Director;Solo Director (può coesistere con altri ruoli).;ret_high_60d_open;high;60;open;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;100.0;15.16;12.63;121.25;10.79;1.4;4.54;39.42
25;48.32;Value ≥100k — hold ret_high_90d_open;Value ≥100k;Solo cluster con valore totale acquisto ≥ 100k $.;ret_high_90d_open;high;90;open;AMN,ENPH,NHI,NOVA,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,ENPH,NHI,NOVA,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;6;6;100.0;15.16;15.4;90.97;5.66;2.68;7.07;23.43
37;32.78;CFO only — hold ret_high_30d_news;CFO only;Solo cluster dove chi compra include CFO.;ret_high_30d_news;high;30;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
35;32.78;CFO + Director (combo) — hold ret_high_30d_news;CFO + Director (combo);Cluster con almeno CFO e Director.;ret_high_30d_news;high;30;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
38;32.78;CFO only + Value ≥50k — hold ret_high_30d_news;CFO only + Value ≥50k;CFO e valore totale ≥ 50k $.;ret_high_30d_news;high;30;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
36;32.78;CFO only + Value ≥100k — hold ret_high_30d_news;CFO only + Value ≥100k;CFO e valore totale ≥ 100k $.;ret_high_30d_news;high;30;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
39;32.78;CFO only + Position +10% — hold ret_high_30d_news;CFO only + Position +10%;CFO e aumento posizione ≥10%.;ret_high_30d_news;high;30;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
40;32.78;CFO only + Position +20% — hold ret_high_30d_news;CFO only + Position +20%;CFO e aumento posizione ≥20%.;ret_high_30d_news;high;30;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
37;32.78;CFO only — hold ret_high_60d_news;CFO only;Solo cluster dove chi compra include CFO.;ret_high_60d_news;high;60;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
35;32.78;CFO + Director (combo) — hold ret_high_60d_news;CFO + Director (combo);Cluster con almeno CFO e Director.;ret_high_60d_news;high;60;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
38;32.78;CFO only + Value ≥50k — hold ret_high_60d_news;CFO only + Value ≥50k;CFO e valore totale ≥ 50k $.;ret_high_60d_news;high;60;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
36;32.78;CFO only + Value ≥100k — hold ret_high_60d_news;CFO only + Value ≥100k;CFO e valore totale ≥ 100k $.;ret_high_60d_news;high;60;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
39;32.78;CFO only + Position +10% — hold ret_high_60d_news;CFO only + Position +10%;CFO e aumento posizione ≥10%.;ret_high_60d_news;high;60;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
40;32.78;CFO only + Position +20% — hold ret_high_60d_news;CFO only + Position +20%;CFO e aumento posizione ≥20%.;ret_high_60d_news;high;60;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
37;32.78;CFO only — hold ret_high_90d_news;CFO only;Solo cluster dove chi compra include CFO.;ret_high_90d_news;high;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
35;32.78;CFO + Director (combo) — hold ret_high_90d_news;CFO + Director (combo);Cluster con almeno CFO e Director.;ret_high_90d_news;high;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
38;32.78;CFO only + Value ≥50k — hold ret_high_90d_news;CFO only + Value ≥50k;CFO e valore totale ≥ 50k $.;ret_high_90d_news;high;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
36;32.78;CFO only + Value ≥100k — hold ret_high_90d_news;CFO only + Value ≥100k;CFO e valore totale ≥ 100k $.;ret_high_90d_news;high;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
39;32.78;CFO only + Position +10% — hold ret_high_90d_news;CFO only + Position +10%;CFO e aumento posizione ≥10%.;ret_high_90d_news;high;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
40;32.78;CFO only + Position +20% — hold ret_high_90d_news;CFO only + Position +20%;CFO e aumento posizione ≥20%.;ret_high_90d_news;high;90;news;AMN;AMN|2024-02-28;AMN;AMN|2024-02-28;1;1;100.0;15.13;15.13;15.13;;;15.13;15.13
2;100.0;CEO only + Value ≥500k — hold ret_high_2d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $.;ret_high_2d_news;high;2;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;15.02;15.02;15.02;;;15.02;15.02
1;100.0;CEO only + Position +10% — hold ret_high_2d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%.;ret_high_2d_news;high;2;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;15.02;15.02;15.02;;;15.02;15.02
30;40.48;Value ≥500k — hold ret_high_30d_news;Value ≥500k;Valore totale acquisto ≥ 500k $.;ret_high_30d_news;high;30;news;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;4;4;100.0;14.9;13.64;59.6;7.61;1.96;7.13;25.19
28;41.81;Director — hold ret_high_60d_news;Director;Solo Director (può coesistere con altri ruoli).;ret_high_60d_news;high;60;news;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;AMN,AWR,MDV,NHI,NOVA,OVLY,STGW,WU;WU|2024-02-28,AMN|2024-02-28,AWR|2024-02-28,STGW|2024-02-28,OVLY|2024-02-28,NHI|2024-02-28,MDV|2024-02-28,NOVA|2024-02-28;8;8;100.0;14.88;13.49;119.08;10.17;1.46;4.54;38.1
30;40.48;Value ≥500k — hold ret_high_30d_open;Value ≥500k;Valore totale acquisto ≥ 500k $.;ret_high_30d_open;high;30;open;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;AMN,NHI,NOVA,SPHR;AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;4;4;100.0;14.85;14.83;59.39;7.56;1.96;6.3;23.43
2;100.0;CEO only + Value ≥500k — hold ret_mean_10d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_news;mean;10;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;14.68;14.68;14.68;;;14.68;14.68
1;100.0;CEO only + Position +10% — hold ret_mean_10d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_10d_news;mean;10;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;14.68;14.68;14.68;;;14.68;14.68
5;77.62;CEO only — hold ret_high_7d_open;CEO only;Solo cluster dove chi compra include CEO.;ret_high_7d_open;high;7;open;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;ENPH,SPHR,STGW;SPHR|2024-02-28,STGW|2024-02-28,ENPH|2024-02-28;3;3;100.0;14.62;10.96;43.85;7.67;1.91;9.46;23.43
25;48.32;Value ≥100k — hold ret_high_60d_news;Value ≥100k;Solo cluster con valore totale acquisto ≥ 100k $.;ret_high_60d_news;high;60;news;AMN,ENPH,NHI,NOVA,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;AMN,ENPH,NHI,NOVA,SPHR,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,NHI|2024-02-28,ENPH|2024-02-28,NOVA|2024-02-28;6;6;100.0;14.61;13.6;87.63;5.79;2.52;7.96;25.19
19;50.35;Large cap (≥3B) CEO/CFO — hold ret_high_90d_open;Large cap (≥3B) CEO/CFO;Solo market cap ≥3B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_90d_open;high;90;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;14.5;14.5;14.5;;;14.5;14.5
18;50.35;Large cap (≥5B) CEO/CFO — hold ret_high_90d_open;Large cap (≥5B) CEO/CFO;Solo market cap ≥5B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_90d_open;high;90;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;14.5;14.5;14.5;;;14.5;14.5
20;50.35;Large cap (≥10B) CEO/CFO — hold ret_high_90d_open;Large cap (≥10B) CEO/CFO;Solo market cap ≥10B con insider CEO/CFO. Soglie testate: 250M, 500M, 750M, 1B, 2B, 3B, 5B, 10B, 20B, 50B.;ret_high_90d_open;high;90;open;ENPH;ENPH|2024-02-28;ENPH;ENPH|2024-02-28;1;1;100.0;14.5;14.5;14.5;;;14.5;14.5
2;100.0;CEO only + Value ≥500k — hold ret_mean_14d_news;CEO only + Value ≥500k;CEO e valore totale ≥ 500k $. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;14.49;14.49;14.49;;;14.49;14.49
1;100.0;CEO only + Position +10% — hold ret_mean_14d_news;CEO only + Position +10%;CEO e aumento posizione ≥10%. (mean: media aritmetica di tutti i valori O,H,L,C nel periodo, barre es. 5 min).;ret_mean_14d_news;mean;14;news;SPHR;SPHR|2024-02-28;SPHR;SPHR|2024-02-28;1;1;100.0;14.49;14.49;14.49;;;14.49;14.49
16;53.67;Qty ≥5k shares — hold ret_high_30d_open;Qty ≥5k shares;Almeno 5k azioni acquistate nel cluster.;ret_high_30d_open;high;30;open;AMN,NHI,NOVA,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;AMN,NHI,NOVA,SPHR,STGW,WU;WU|2024-02-28,AMN|2024-02-28,SPHR|2024-02-28,STGW|2024-02-28,NHI|2024-02-28,NOVA|2024-02-28;6;6;100.0;14.39;14.83;86.36;7.16;2.01;6.3;23.43
